GT	ChatGPT-3.5	ChatGPT-4	Gemini-1.5	LLAMA3-70B	LLAMA3-8B
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-668	CWE-285	CWE-284	CWE-284	CWE-425	CWE-22
CWE-362	CWE-362	CWE-362	CWE-362	CWE-362	CWE-362
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-22	CWE-94	CWE-94	CWE-94	CWE-94	CWE-22
CWE-79	CWE-116	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-89	CWE-285	CWE-284	CWE-284	CWE-285	CWE-306
CWE-311	CWE-614	CWE-614	CWE-311	CWE-614	CWE-311
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-119	CWE-119	CWE-120	CWE-131	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-92
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-362	CWE-362	CWE-362	CWE-362	CWE-362	CWE-675
CWE-22	CWE-73	CWE-22	CWE-22	CWE-22	CWE-22
CWE-732	CWE-269	CWE-276	CWE-22	CWE-22	CWE-269
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-113	CWE-20	CWE-74	CWE-113	CWE-93
CWE-787	CWE-787	CWE-787	CWE-122	CWE-787	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-772	CWE-770	CWE-400	CWE-400	CWE-400	CWE-400
CWE-119	CWE-119	CWE-119	CWE-120	CWE-119	CWE-119
CWE-918	CWE-918	CWE-918	CWE-918	CWE-918	CWE-918
CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-20
CWE-862	CWE-285	CWE-284	CWE-284	CWE-284	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-20	CWE-434	CWE-434	CWE-434	CWE-20	CWE-20
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-269	CWE-285	CWE-284	CWE-284	CWE-284	CWE-269
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-295	CWE-295	CWE-295	CWE-295	CWE-295	CWE-295
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-787	CWE-787	CWE-787	CWE-122	CWE-787	CWE-119
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-125	CWE-122	CWE-122	CWE-125	CWE-122	CWE-119
CWE-119	CWE-119	CWE-119	CWE-119	CWE-787	CWE-119
CWE-94	CWE-94	CWE-94	CWE-77	CWE-94	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-116	CWE-79	CWE-79	CWE-79	CWE-80	CWE-94
CWE-20	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-787	CWE-787	CWE-787	CWE-121	CWE-787	CWE-119
CWE-125	CWE-126	CWE-125	CWE-125	CWE-126	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-532	CWE-200	CWE-532	CWE-532	CWE-209	CWE-200
CWE-79	CWE-601	CWE-79	CWE-601	CWE-20	CWE-20
CWE-20	CWE-20	CWE-20	CWE-400	CWE-20	CWE-20
CWE-74	CWE-94	CWE-94	CWE-78	CWE-94	CWE-94
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-20	CWE-119	CWE-122	CWE-120	CWE-120	CWE-20
CWE-1321	CWE-91	CWE-1321	CWE-1321	CWE-915	CWE-94
CWE-22	CWE-22	CWE-98	CWE-22	CWE-22	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-415	CWE-119	CWE-416	CWE-787	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-787	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-755	CWE-119	CWE-755	CWE-20	CWE-248	CWE-399
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-78	CWE-78	CWE-77	CWE-78	CWE-78	CWE-78
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-122
CWE-89	CWE-77	CWE-89	CWE-89	CWE-89	CWE-78
CWE-20	CWE-400	CWE-20	CWE-20	CWE-400	CWE-400
CWE-345	CWE-352	CWE-352	CWE-345	CWE-352	CWE-352
CWE-798	CWE-521	CWE-321	CWE-566	CWE-798	CWE-287
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-427	CWE-426	CWE-426	CWE-426	CWE-427	CWE-22
CWE-89	CWE-89	CWE-89	CWE-89	CWE-94	CWE-94
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-269	CWE-269	CWE-284	CWE-284	CWE-264	CWE-269
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-312	CWE-284	CWE-200	CWE-284	CWE-284	CWE-285
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-78
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-295	CWE-347	CWE-345	CWE-295	CWE-295	CWE-20
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-611	CWE-611	CWE-611	CWE-611	CWE-611	CWE-611
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-668	CWE-200	CWE-359	CWE-404	CWE-359	CWE-532
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-829	CWE-98	CWE-98	CWE-98	CWE-22	CWE-22
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-119	CWE-119	CWE-125	CWE-125	CWE-125	CWE-125
CWE-269	CWE-269	CWE-269	CWE-269	CWE-250	CWE-269
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-400	CWE-400	CWE-400	CWE-400	CWE-400	CWE-400
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-287	CWE-287	CWE-287	CWE-287	CWE-287	CWE-287
CWE-264	CWE-287	CWE-287	CWE-287	CWE-284	CWE-287
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-787	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-787	CWE-787	CWE-787	CWE-120	CWE-787	CWE-787
CWE-787	CWE-787	CWE-787	CWE-787	CWE-787	CWE-787
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-312	CWE-312	CWE-312	CWE-312	CWE-312	CWE-312
CWE-79	CWE-116	CWE-79	CWE-79	CWE-79	CWE-79
CWE-770	CWE-400	CWE-400	CWE-400	CWE-400	CWE-20
CWE-20	CWE-269	CWE-20	CWE-20	CWE-20	CWE-20
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-400	CWE-400	CWE-400	CWE-400	CWE-400	CWE-400
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-119
CWE-120	CWE-119	CWE-119	CWE-120	CWE-120	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-94
CWE-787	CWE-787	CWE-119	CWE-125	CWE-787	CWE-120
CWE-708	CWE-269	CWE-732	CWE-284	CWE-732	CWE-306
CWE-787	CWE-122	CWE-122	Error	CWE-122	CWE-119
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-918	CWE-918	CWE-918	CWE-918	CWE-918	CWE-918
CWE-295	CWE-295	CWE-295	CWE-295	CWE-295	CWE-295
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-918	CWE-918	CWE-918	CWE-918	CWE-918	CWE-918
CWE-787	CWE-787	CWE-787	CWE-787	CWE-787	CWE-787
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-122
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-787	CWE-787	CWE-787	CWE-787	CWE-787	CWE-119
CWE-415	CWE-401	CWE-590	CWE-416	CWE-401	CWE-401
CWE-732	CWE-276	CWE-276	CWE-276	CWE-276	CWE-276
CWE-119	CWE-824	CWE-822	CWE-476	CWE-824	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-416	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-80
CWE-120	CWE-120	CWE-20	CWE-120	CWE-120	CWE-120
CWE-1236	CWE-20	CWE-1236	CWE-79	CWE-79	CWE-20
CWE-59	CWE-59	CWE-363	CWE-362	CWE-362	CWE-362
CWE-824	CWE-416	CWE-824	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-909	CWE-457	CWE-908	CWE-665	CWE-665	CWE-665
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-125	CWE-125	CWE-125	CWE-125	CWE-126	CWE-125
CWE-77	CWE-78	CWE-78	CWE-77	CWE-78	CWE-78
CWE-610	CWE-94	CWE-94	CWE-427	CWE-98	CWE-78
CWE-798	CWE-798	CWE-78	CWE-798	CWE-798	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-307	CWE-307	CWE-307	CWE-307	CWE-307	CWE-287
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-20	CWE-20	CWE-20	CWE-77	CWE-20	CWE-20
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-209	CWE-200	CWE-200	CWE-20	CWE-200	CWE-22
CWE-119	CWE-611	CWE-611	CWE-20	CWE-20	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-74	CWE-79	CWE-79	CWE-79	CWE-79	CWE-94
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-787	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-312	CWE-311	CWE-311	CWE-256	CWE-312	CWE-312
CWE-119	CWE-119	CWE-119	CWE-120	CWE-120	CWE-119
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-79	CWE-79	CWE-79	Error	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-799	CWE-307	CWE-307	CWE-287	CWE-521	CWE-312
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-762
CWE-862	CWE-269	CWE-264	CWE-276	CWE-379	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119
CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-20
CWE-120	CWE-119	CWE-787	Error	CWE-122	CWE-120
CWE-787	CWE-787	CWE-787	CWE-787	CWE-787	CWE-20
CWE-367	CWE-119	CWE-362	CWE-119	CWE-824	CWE-416
CWE-22	CWE-20	CWE-434	CWE-77	CWE-73	CWE-22
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-611	CWE-611	CWE-611	CWE-611	CWE-611	CWE-611
CWE-78	CWE-94	CWE-94	CWE-77	CWE-94	CWE-94
CWE-1021	CWE-829	CWE-1021	CWE-1021	CWE-357	CWE-248
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-908	CWE-457	CWE-457	CWE-908	CWE-457	CWE-665
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-401	CWE-399	CWE-401	CWE-401	CWE-401	CWE-401
CWE-863	CWE-285	CWE-284	CWE-284	CWE-264	CWE-285
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-119	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-787	CWE-119	CWE-119	CWE-787	CWE-119	CWE-119
CWE-22	CWE-22	CWE-23	CWE-22	CWE-23	CWE-22
CWE-787	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-94
CWE-276	CWE-269	CWE-284	CWE-284	CWE-284	CWE-284
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-20	CWE-119	CWE-125	CWE-125	CWE-129	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-22	CWE-434	CWE-20	CWE-22	CWE-427	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-122
CWE-276	CWE-732	CWE-269	CWE-285	CWE-732	CWE-269
CWE-200	CWE-209	CWE-200	CWE-200	CWE-200	CWE-200
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-200	CWE-200	CWE-284	CWE-200	CWE-306	CWE-200
CWE-788	CWE-119	CWE-119	CWE-125	CWE-787	CWE-119
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-862	CWE-285	CWE-285	CWE-862	CWE-284	CWE-285
CWE-522	CWE-522	CWE-312	CWE-522	CWE-312	CWE-522
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-400	CWE-400	CWE-674	CWE-400	CWE-400	CWE-400
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-122	CWE-122	CWE-129	CWE-122	CWE-122
CWE-681	CWE-122	CWE-131	CWE-122	CWE-122	CWE-119
CWE-74	CWE-78	CWE-88	CWE-88	CWE-88	CWE-78
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-121
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-732	CWE-521	CWE-287	CWE-287	CWE-620	CWE-522
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-200	CWE-200	CWE-200	CWE-522	CWE-522	CWE-522
CWE-428	CWE-428	CWE-428	CWE-427	CWE-428	CWE-22
CWE-835	CWE-400	CWE-835	CWE-400	CWE-835	CWE-400
CWE-327	CWE-310	CWE-327	CWE-327	CWE-327	CWE-327
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-287	CWE-287	CWE-287	CWE-287	CWE-287	CWE-287
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-119
CWE-269	CWE-269	CWE-269	CWE-269	CWE-269	CWE-269
CWE-295	CWE-295	CWE-295	CWE-295	CWE-295	CWE-295
CWE-787	CWE-787	CWE-787	CWE-787	CWE-787	CWE-787
CWE-787	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-668	CWE-379	CWE-379	CWE-732	CWE-379	CWE-242
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-121
CWE-79	CWE-829	CWE-79	CWE-79	CWE-98	CWE-79
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-269	CWE-269	CWE-269	CWE-269	CWE-250	CWE-269
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-307	CWE-307	CWE-307	CWE-307	CWE-307	CWE-287
CWE-400	CWE-400	CWE-400	CWE-400	CWE-400	CWE-400
CWE-312	CWE-312	CWE-312	CWE-312	CWE-312	CWE-312
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-400	CWE-835	CWE-835	CWE-835	CWE-835	CWE-835
CWE-502	CWE-798	CWE-321	CWE-327	CWE-321	CWE-94
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-787	CWE-119	CWE-787	CWE-787	CWE-122	CWE-120
CWE-287	CWE-384	CWE-384	CWE-384	CWE-613	CWE-287
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-22
CWE-287	CWE-287	CWE-538	CWE-526	CWE-538	CWE-306
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-122
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-123	CWE-269	CWE-269	CWE-284	CWE-284	CWE-287
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-122
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-119
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-667	CWE-362	CWE-833	CWE-404	CWE-362	CWE-400
CWE-287	CWE-287	CWE-287	CWE-287	CWE-287	CWE-287
CWE-125	CWE-122	CWE-125	CWE-125	CWE-122	CWE-119
CWE-94	CWE-78	CWE-94	CWE-78	CWE-94	CWE-94
CWE-330	CWE-330	CWE-330	CWE-338	CWE-330	CWE-330
CWE-203	CWE-200	CWE-203	CWE-499	CWE-208	CWE-611
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-200	CWE-208	CWE-215	CWE-200	CWE-538	CWE-22
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-862	CWE-285	CWE-285	CWE-284	CWE-284	CWE-285
CWE-77	CWE-78	CWE-77	CWE-78	CWE-78	CWE-78
CWE-276	CWE-732	CWE-276	CWE-276	CWE-276	CWE-276
CWE-281	CWE-284	CWE-284	CWE-284	CWE-264	CWE-285
CWE-787	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-522	CWE-311	CWE-319	CWE-295	CWE-295	CWE-310
CWE-798	CWE-321	CWE-321	CWE-321	CWE-321	CWE-327
CWE-203	CWE-310	CWE-780	CWE-327	CWE-780	CWE-310
CWE-326	CWE-326	CWE-522	CWE-327	CWE-326	CWE-327
CWE-787	CWE-787	CWE-787	CWE-120	CWE-130	CWE-120
CWE-77	CWE-78	CWE-77	CWE-77	CWE-78	CWE-78
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-668	CWE-200	CWE-200	CWE-525	CWE-538	CWE-200
CWE-843	CWE-843	CWE-843	CWE-843	CWE-843	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-502	CWE-502	CWE-502	CWE-400	CWE-502	CWE-20
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-862	CWE-200	CWE-200	CWE-200	CWE-200	CWE-200
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-306	CWE-200	CWE-200	CWE-284	CWE-306	CWE-306
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-92
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119
CWE-20	CWE-285	CWE-269	CWE-284	CWE-287	CWE-306
CWE-200	CWE-200	CWE-200	CWE-200	CWE-200	CWE-200
CWE-787	CWE-787	CWE-787	CWE-787	CWE-122	CWE-787
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-326	CWE-200	CWE-522	CWE-312	CWE-312	CWE-532
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-787	CWE-787	CWE-121	CWE-121	CWE-121	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-94
CWE-787	CWE-119	CWE-119	CWE-120	CWE-416	CWE-119
CWE-311	CWE-614	CWE-614	CWE-614	CWE-614	CWE-312
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-770	CWE-400	CWE-400	CWE-400	CWE-770	CWE-400
CWE-362	CWE-362	CWE-362	CWE-362	CWE-362	CWE-362
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-843	CWE-843	CWE-843	CWE-704	CWE-843	CWE-476
CWE-787	CWE-787	CWE-787	CWE-125	CWE-787	CWE-119
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-20
CWE-434	CWE-918	CWE-74	CWE-78	CWE-99	CWE-22
CWE-120	CWE-119	CWE-120	CWE-426	CWE-120	CWE-120
CWE-427	CWE-426	CWE-426	CWE-426	CWE-427	CWE-426
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-94
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-22
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-835	CWE-400	CWE-835	CWE-400	CWE-400	CWE-400
CWE-863	CWE-732	CWE-284	CWE-284	CWE-264	CWE-269
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-78
