GT	ChatGPT-3.5	ChatGPT-4	Gemini-1.5	LLAMA3-70B	LLAMA3-8B
CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:A/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N
CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:H/A:N	AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:N
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N
CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:L	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:N
CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H	AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H	AV:L/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N	AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:L	AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N
CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N	AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N	AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:H/A:H	AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N
CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H
CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N
CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N
CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:H	AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H	AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:H/A:N	AV:N/AC:L/PR:H/UI:R/S:U/C:L/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:N
CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N	AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N	AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N
CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N
CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H	AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:L	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:N	AV:L/AC:H/PR:H/UI:N/S:U/C:L/I:L/A:N	AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H	AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:H/A:N
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:L	AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N
CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H	AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N	AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H	AV:L/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:H	AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L	AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N
CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H	AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:N	AV:L/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:N	AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H	AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N
CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H	AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N	AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H	AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L
CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L	AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N	AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:N
CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N	AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N
CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N	AV:L/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:L	AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:L
CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H	AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N	AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N
