GT	ChatGPT-3.5	ChatGPT-4	Gemini-1.5	LLAMA3-70B	LLAMA3-8B
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-119	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-476	CWE-476	CWE-476	Error	CWE-476	CWE-476
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-94	CWE-94	CWE-114	CWE-427	CWE-114	CWE-426
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-276	CWE-276	CWE-269	CWE-269	CWE-379	CWE-22
CWE-434	CWE-434	CWE-434	CWE-464	CWE-434	CWE-78
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-79	CWE-79	CWE-79	Error	CWE-79	CWE-80
CWE-281	CWE-285	CWE-284	CWE-284	CWE-425	CWE-22
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-352	CWE-79	CWE-352	CWE-79	CWE-352	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-77	CWE-78	CWE-78	CWE-77	CWE-78	CWE-78
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-269	CWE-269	CWE-269	CWE-269	CWE-269	CWE-269
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-787	CWE-121	CWE-121	CWE-787	CWE-121	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-120	CWE-119	CWE-122	CWE-121	CWE-120	CWE-120
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-347	CWE-347	CWE-347	CWE-347	CWE-347	CWE-347
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-94	CWE-94	CWE-94	CWE-94	CWE-79	CWE-94
CWE-121	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-20
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-369	CWE-369	CWE-369	CWE-369	CWE-682	CWE-682
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-94	CWE-94	CWE-94	Error	CWE-94	CWE-94
CWE-346	CWE-269	CWE-284	CWE-444	CWE-250	CWE-269
CWE-427	CWE-494	CWE-94	CWE-1021	CWE-427	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-215	CWE-200	CWE-340	CWE-311	CWE-200	CWE-200
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-125	CWE-415	CWE-664	CWE-665	CWE-670	CWE-20
CWE-670	CWE-287	CWE-287	CWE-287	CWE-287	CWE-287
CWE-862	CWE-269	CWE-269	Error	CWE-275	CWE-269
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-78	CWE-78	CWE-78	CWE-77	CWE-78	CWE-78
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-787	CWE-787	CWE-787	CWE-121	CWE-787	CWE-787
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-94	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-787	CWE-119	CWE-843	CWE-704	CWE-119	CWE-119
CWE-476	CWE-476	CWE-476	Error	CWE-476	CWE-476
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-120	CWE-119	CWE-120	Error	CWE-120	CWE-120
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-203	CWE-310	CWE-203	CWE-201	CWE-208	CWE-327
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-436	CWE-113	CWE-444	CWE-444	CWE-807	CWE-20
CWE-125	CWE-125	CWE-125	CWE-20	CWE-125	CWE-125
CWE-77	CWE-78	CWE-78	CWE-77	CWE-78	CWE-78
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-119	CWE-125	CWE-119	CWE-125	CWE-823	CWE-119
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-476
CWE-476	CWE-476	CWE-170	CWE-476	CWE-476	CWE-476
CWE-862	CWE-862	CWE-285	CWE-862	CWE-284	CWE-285
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-295	CWE-295	CWE-326	CWE-298	CWE-295	CWE-306
CWE-835	CWE-835	CWE-835	CWE-835	CWE-835	CWE-561
CWE-665	CWE-119	CWE-119	CWE-665	CWE-131	CWE-125
CWE-79	CWE-79	CWE-79	Error	CWE-80	CWE-94
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-203	CWE-200	CWE-200	CWE-200	CWE-208	CWE-200
CWE-79	CWE-79	CWE-79	Error	CWE-79	CWE-80
CWE-862	CWE-269	CWE-284	CWE-862	CWE-284	CWE-306
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-787	CWE-787	Error	CWE-787	CWE-120
CWE-284	CWE-284	CWE-269	CWE-284	CWE-284	CWE-284
CWE-416	CWE-399	CWE-404	CWE-401	CWE-416	CWE-416
CWE-362	CWE-362	CWE-362	CWE-362	CWE-362	CWE-362
CWE-120	CWE-120	CWE-120	CWE-120	CWE-120	CWE-120
CWE-614	CWE-200	CWE-614	CWE-613	CWE-1004	CWE-614
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-295	CWE-310	CWE-325	Error	CWE-310	CWE-327
CWE-522	CWE-312	CWE-256	CWE-312	CWE-256	CWE-522
CWE-203	CWE-203	CWE-208	CWE-203	CWE-204	CWE-321
CWE-190	CWE-190	CWE-680	CWE-122	CWE-131	CWE-119
CWE-755	CWE-703	CWE-755	CWE-20	CWE-248	CWE-399
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-209	CWE-209	CWE-209	CWE-209	CWE-209	CWE-532
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-294	CWE-287	CWE-294	CWE-287	CWE-294	CWE-287
CWE-798	CWE-798	CWE-798	CWE-798	CWE-798	CWE-798
CWE-532	CWE-532	CWE-532	CWE-532	CWE-532	CWE-532
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-401	CWE-400	CWE-401	CWE-401	CWE-401	CWE-400
CWE-79	CWE-79	CWE-79	Error	CWE-79	CWE-79
CWE-400	CWE-400	CWE-400	CWE-400	CWE-400	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-287	CWE-287	CWE-287	CWE-287	CWE-287	CWE-306
CWE-426	CWE-426	CWE-426	CWE-427	CWE-427	CWE-426
CWE-89	CWE-284	CWE-284	CWE-200	CWE-200	CWE-200
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-862	CWE-285	CWE-284	CWE-285	CWE-284	CWE-306
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-354	CWE-347	CWE-494	CWE-494	CWE-353	CWE-732
CWE-121	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-427	CWE-427	CWE-426	CWE-427	CWE-426	CWE-426
CWE-191	CWE-125	CWE-191	CWE-129	CWE-131	CWE-190
CWE-798	CWE-798	CWE-321	CWE-732	CWE-798	CWE-259
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-369	CWE-754	CWE-369	CWE-190	CWE-401	CWE-399
CWE-862	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-203	CWE-209	CWE-204	CWE-209	CWE-209	CWE-200
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-22	CWE-98	CWE-98	Error	CWE-22	CWE-78
CWE-120	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-272	CWE-285	CWE-285	Error	CWE-284	CWE-269
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502
CWE-404	CWE-20	CWE-20	CWE-400	CWE-400	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-404	CWE-400	CWE-20	Error	CWE-400	CWE-400
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-209	CWE-287	CWE-306	Error	CWE-306	CWE-287
CWE-1321	CWE-95	CWE-1321	CWE-434	CWE-1321	CWE-22
CWE-190	CWE-190	CWE-190	CWE-122	CWE-122	CWE-119
CWE-1236	CWE-94	CWE-77	CWE-78	CWE-20	CWE-94
CWE-345	CWE-434	CWE-494	CWE-434	CWE-20	CWE-20
CWE-347	CWE-345	CWE-345	CWE-347	CWE-345	CWE-287
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-798	CWE-732	CWE-276	CWE-732	CWE-922	CWE-259
CWE-119	CWE-125	CWE-190	CWE-190	CWE-190	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-362	CWE-367	CWE-362	CWE-476	CWE-116	CWE-94
CWE-776	CWE-611	CWE-776	Error	CWE-776	CWE-20
CWE-843	CWE-843	CWE-843	Error	CWE-843	CWE-476
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-94
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-94	CWE-20	CWE-20	Error	CWE-20	CWE-20
CWE-77	CWE-78	CWE-77	CWE-77	CWE-78	CWE-78
CWE-697	CWE-284	CWE-94	CWE-94	CWE-78	CWE-264
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-77	CWE-78	CWE-78	CWE-77	CWE-78	CWE-78
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-122
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-121
CWE-22	CWE-434	CWE-434	CWE-434	CWE-434	CWE-22
CWE-843	CWE-682	CWE-843	CWE-704	CWE-843	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-119	CWE-119	CWE-125	CWE-125	CWE-129	CWE-125
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-78
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-287	CWE-287	CWE-287	CWE-346	CWE-345	CWE-20
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-80
CWE-613	CWE-384	CWE-613	CWE-384	CWE-613	CWE-287
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-352	CWE-352	CWE-352	Error	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-77	CWE-78	CWE-78	CWE-77	CWE-78	CWE-78
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-200	CWE-200	CWE-200	CWE-200	CWE-200	CWE-200
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-78
CWE-352	CWE-352	CWE-352	Error	CWE-352	CWE-352
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-494	CWE-285	CWE-434	CWE-494	CWE-22	CWE-78
CWE-125	CWE-119	CWE-119	CWE-119	CWE-129	CWE-125
CWE-362	CWE-362	CWE-362	CWE-362	CWE-362	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-476	CWE-119	CWE-264	CWE-476	CWE-476	CWE-20
CWE-476	CWE-476	CWE-476	CWE-419	CWE-476	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-502	CWE-79	CWE-502	CWE-502	CWE-502	CWE-20
CWE-404	CWE-400	CWE-400	CWE-400	CWE-400	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-269	CWE-269	CWE-250	CWE-269	CWE-379	CWE-78
CWE-94	CWE-94	CWE-94	CWE-77	CWE-94	CWE-94
CWE-121	CWE-120	CWE-120	CWE-120	CWE-120	CWE-120
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-120
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-77	CWE-78	CWE-77	CWE-77	CWE-78	CWE-78
CWE-369	CWE-369	CWE-369	CWE-190	CWE-703	CWE-399
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-119	CWE-190	CWE-190	Error	CWE-190	CWE-190
CWE-362	CWE-362	CWE-362	CWE-362	CWE-362	CWE-362
CWE-401	CWE-401	CWE-401	CWE-401	CWE-401	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-121	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-862	CWE-269	CWE-276	CWE-200	CWE-284	CWE-284
CWE-284	CWE-284	CWE-284	CWE-284	CWE-284	CWE-284
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-668	CWE-434	CWE-73	CWE-477	CWE-434	CWE-22
CWE-284	CWE-285	CWE-284	CWE-284	CWE-284	CWE-306
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-295	CWE-284	CWE-284	CWE-284	CWE-732	CWE-306
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-862	CWE-285	CWE-285	CWE-862	CWE-285	CWE-285
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-121	CWE-121	CWE-121	CWE-121	CWE-121	CWE-119
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-78	CWE-78	CWE-78	Error	CWE-78	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-94	CWE-78	CWE-77	CWE-77	CWE-78	CWE-78
CWE-862	CWE-269	CWE-284	CWE-276	CWE-275	CWE-287
CWE-613	CWE-613	CWE-613	CWE-477	CWE-613	CWE-287
CWE-369	CWE-369	CWE-369	CWE-190	CWE-401	CWE-399
CWE-121	CWE-121	CWE-121	CWE-121	CWE-121	CWE-119
CWE-862	CWE-284	CWE-284	CWE-287	CWE-284	CWE-306
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-94	CWE-94	CWE-94	CWE-77	CWE-94	CWE-94
CWE-639	CWE-639	CWE-639	CWE-639	CWE-639	CWE-918
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-427	CWE-426	CWE-426	CWE-426	CWE-427	CWE-22
CWE-311	CWE-311	CWE-311	CWE-311	CWE-311	CWE-312
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-284	CWE-285	CWE-285	CWE-862	CWE-285	CWE-285
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-77	CWE-78	CWE-94	CWE-78	CWE-94	CWE-78
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-94	CWE-94	CWE-94	CWE-94	CWE-94	CWE-94
CWE-787	CWE-787	CWE-787	CWE-787	CWE-787	CWE-787
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-611	CWE-611	CWE-611	CWE-611	CWE-611	CWE-611
CWE-352	CWE-352	CWE-79	CWE-79	CWE-352	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-20
CWE-862	CWE-285	CWE-284	CWE-200	CWE-264	CWE-284
CWE-121	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-787	CWE-119	CWE-119	CWE-120	CWE-119	CWE-119
CWE-401	CWE-401	CWE-401	CWE-401	CWE-401	CWE-401
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502
CWE-119	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-94	CWE-284	CWE-94	CWE-78	CWE-20	CWE-94
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-672	CWE-400	CWE-400	CWE-400	CWE-400	CWE-399
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-404	CWE-400	CWE-400	CWE-400	CWE-400	CWE-400
CWE-502	CWE-502	CWE-502	CWE-74	CWE-502	CWE-20
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-306	CWE-284	CWE-284	CWE-525	CWE-798	CWE-306
CWE-77	CWE-94	CWE-94	CWE-78	CWE-20	CWE-94
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-122
CWE-404	CWE-20	CWE-20	CWE-400	CWE-400	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-273	CWE-399	CWE-362	CWE-284	CWE-416	CWE-416
CWE-119	CWE-119	CWE-119	CWE-120	CWE-119	CWE-119
CWE-89	CWE-284	CWE-284	CWE-284	CWE-200	CWE-200
CWE-94	CWE-94	CWE-94	CWE-79	CWE-94	CWE-94
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-20
CWE-306	CWE-306	CWE-306	CWE-287	CWE-306	CWE-306
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-346	CWE-346	CWE-451	CWE-346	CWE-1021	CWE-345
CWE-787	CWE-119	CWE-122	CWE-122	CWE-122	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-193	CWE-125	CWE-193	CWE-129	CWE-193	CWE-126
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-1021	CWE-829	CWE-79	CWE-79	CWE-346	CWE-94
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-191	CWE-191	CWE-191	CWE-191	CWE-191	CWE-190
CWE-252	CWE-252	CWE-252	CWE-252	CWE-252	CWE-476
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-78
CWE-668	CWE-125	CWE-665	CWE-106	CWE-131	CWE-20
CWE-287	CWE-287	CWE-287	CWE-287	CWE-287	CWE-287
CWE-89	CWE-89	CWE-89	Error	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	Error	CWE-79	CWE-80
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-798	CWE-798	CWE-798	CWE-798	CWE-798	CWE-306
CWE-862	CWE-285	CWE-284	CWE-284	CWE-284	CWE-306
CWE-755	CWE-347	CWE-358	CWE-306	CWE-345	CWE-287
CWE-24	CWE-22	CWE-22	Error	CWE-23	CWE-22
CWE-326	CWE-20	CWE-522	CWE-287	CWE-798	CWE-78
CWE-601	CWE-113	CWE-20	CWE-704	CWE-113	CWE-20
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-121
CWE-276	CWE-732	CWE-276	CWE-276	CWE-276	CWE-264
CWE-668	CWE-200	CWE-284	Error	CWE-538	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-613	CWE-384	CWE-613	CWE-346	CWE-613	CWE-287
CWE-119	CWE-119	CWE-119	CWE-120	CWE-119	CWE-120
CWE-835	CWE-400	CWE-835	CWE-835	CWE-835	CWE-835
CWE-918	CWE-601	CWE-918	CWE-20	CWE-918	CWE-20
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-121	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119
CWE-918	CWE-918	CWE-918	CWE-918	CWE-918	CWE-918
CWE-918	CWE-918	CWE-918	CWE-918	CWE-918	CWE-918
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-352	CWE-352	CWE-352	CWE-88	CWE-352	CWE-352
CWE-401	CWE-401	CWE-401	CWE-484	CWE-401	CWE-401
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-59	CWE-269	CWE-59	Error	CWE-427	CWE-269
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-121	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-78	CWE-78	CWE-78	CWE-77	CWE-78	CWE-78
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-307	CWE-307	CWE-307	CWE-307	CWE-307	CWE-307
CWE-78	CWE-78	CWE-78	CWE-77	CWE-78	CWE-78
CWE-77	CWE-78	CWE-77	CWE-78	CWE-78	CWE-78
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-116
CWE-502	CWE-502	CWE-502	Error	CWE-502	CWE-502
CWE-121	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-427	CWE-426	CWE-427	CWE-427	CWE-427	CWE-20
CWE-122	CWE-120	CWE-120	CWE-120	CWE-120	CWE-120
CWE-121	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-862	CWE-269	CWE-284	CWE-862	CWE-862	CWE-306
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-77	CWE-78	CWE-77	CWE-89	CWE-89	CWE-89
CWE-404	CWE-400	CWE-400	CWE-400	CWE-400	CWE-400
CWE-209	CWE-200	CWE-209	CWE-209	CWE-209	CWE-532
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-120	CWE-121	CWE-120	CWE-121	CWE-121	CWE-120
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-287	CWE-862	CWE-287	CWE-307	CWE-287	CWE-287
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
